G1	<grk>Ἀλφα</grk> alpha
G3968	<grk>πατρίς</grk> fatherland
G3969	<grk>Πατροβᾶς</grk> Patrobas
G3970	<grk>πατροπαράδοτος</grk> from forefathers
G3971	<grk>πατρῷος</grk> ancestral
G3972	<grk>Παῦλος</grk> Paul
G3973	<grk>παύω</grk> to cease
G3974	<grk>Πάφος</grk> Paphos
G3975	<grk>παχύνω</grk> to thicken
G3976	<grk>πέδη</grk> fetter
G3977	<grk>πεδινός</grk> level
G3978	<grk>πεζεύω</grk> to walk
G3979	<grk>πεζῇ</grk> on foot
G3980	<grk>πειθαρχέω</grk> to obey
G3981	<grk>πειθός</grk> persuasive
G3982	<grk>πείθω</grk> to persuade
G3983	<grk>πεινάω</grk> to hunger
G3984	<grk>πεῖρα</grk> test
G3985	<grk>πειράζω</grk> to test/tempt
G3986	<grk>πειρασμός</grk> temptation/testing
G3987	<grk>πειράω</grk> to try
G3988	<grk>πεισμονή</grk> persuasion
G3989	<grk>πέλαγος</grk> sea
G3990	<grk>πελεκίζω</grk> to behead
G3991	<grk>πέμπτος</grk> fifth
G3992	<grk>πέμπω</grk> to send
G3993	<grk>πένης</grk> poor
G3994	<grk>πενθερά</grk> mother-in-law
G3995	<grk>πενθερός</grk> father-in-law
G3996	<grk>πενθέω</grk> to mourn
G3997	<grk>πένθος</grk> grief
G3998	<grk>πενιχρός</grk> poor
G3999	<grk>πεντάκις</grk> five times
G4000	<grk>πεντακισχίλιοι</grk> five thousand
G4001	<grk>πεντακόσιοι</grk> five hundred
G4002	<grk>πέντε</grk> five
G4003	<grk>πεντεκαιδέκατος</grk> fifteenth
G4004	<grk>πεντήκοντα</grk> fifty
G4005	<grk>πεντηκοστή</grk> Pentecost
G4006	<grk>πεποίθησις</grk> confidence
G4007	<grk>περ</grk> fully
G4008	<grk>πέραν</grk> other side
G4009	<grk>πέρας</grk> end
G4010	<grk>Πέργαμος</grk> Pergamum
G4011	<grk>Πέργη</grk> Perga
G4012	<grk>περί</grk> about
G4013	<grk>περιάγω</grk> to take/go around
G4014	<grk>περιαιρέω</grk> to take away
G4015	<grk>περιαστράπτω</grk> to shine
G4016	<grk>περιβάλλω</grk> to clothe
G4017	<grk>περιβλέπω</grk> to look around
G4018	<grk>περιβόλαιον</grk> covering
G4019	<grk>περιδέω</grk> to wrap around
G4020	<grk>περιεργάζομαι</grk> be a busybody
G4021	<grk>περίεργος</grk> meddlesome/magic
G4022	<grk>περιέρχομαι</grk> to go around
G4023	<grk>περιέχω</grk> to contain
G4024	<grk>περιζώννυμι</grk> to gird
G4025	<grk>περίθεσις</grk> wearing
G4026	<grk>περιΐστημι</grk> to stand around
G4027	<grk>περικάθαρμα</grk> garbage
G4028	<grk>περικαλύπτω</grk> to cover
G4029	<grk>περίκειμαι</grk> to surround
G4030	<grk>περικεφαλαία</grk> helmet
G4031	<grk>περικρατής</grk> in control of
G4032	<grk>περικρύπτω</grk> to hide
G4033	<grk>περικυκλόω</grk> to surround
G4034	<grk>περιλάμπω</grk> to shine around
G4035	<grk>περιλείπομαι</grk> to remain
G4036	<grk>περίλυπος</grk> sorrowful
G4037	<grk>περιμένω</grk> to await
G4038	<grk>πέριξ</grk> around
G4039	<grk>περιοικέω</grk> to dwell around
G4040	<grk>περίοικος</grk> neighboring
G4041	<grk>περιούσιος</grk> special
G4042	<grk>περιοχή</grk> passage
G4043	<grk>περιπατέω</grk> to walk
G4044	<grk>περιπείρω</grk> to pierce
G4045	<grk>περιπίπτω</grk> to fall upon
G4046	<grk>περιποιέω</grk> to gain
G4047	<grk>περιποίησις</grk> acquiring
G4048	<grk>περιρρήγνυμι</grk> to strip off
G4049	<grk>περισπάω</grk> to distract
G4050	<grk>περισσεία</grk> abundance
G4051	<grk>περίσσευμα</grk> overflow
G4052	<grk>περισσεύω</grk> to abound/exceed
G4053	<grk>περισσός</grk> excessive/abundant
G4054	<grk>περισσότερον</grk> more abundantly
G4055	<grk>περισσότερος</grk> superabundant
G4056	<grk>περισσοτέρως</grk> superabundantly
G4057	<grk>περισσῶς</grk> superabundantly
G4058	<grk>περιστερά</grk> dove
G4059	<grk>περιτέμνω</grk> to circumcise
G4060	<grk>περιτίθημι</grk> to put on
G4061	<grk>περιτομή</grk> circumcision
G4062	<grk>περιτρέπω</grk> to drive insane
G4063	<grk>περιτρέχω</grk> to run around
G4064	<grk>περιφέρω</grk> to carry (around)
G4065	<grk>περιφρονέω</grk> to despise
G4066	<grk>περίχωρος</grk> surrounding region
G4067	<grk>περίψημα</grk> scum
G4068	<grk>περπερεύομαι</grk> to boast
G4069	<grk>Περσίς</grk> Persis
G4070	<grk>πέρυσι</grk> last year
G4071	<grk>πετεινός</grk> bird
G4072	<grk>πέτομαι</grk> to fly
G4073	<grk>πέτρα</grk> rock
G4074	<grk>Πέτρος</grk> Peter
G4075	<grk>πετρώδης</grk> rocky
G4076	<grk>πήγανον</grk> rue
G4077	<grk>πηγή</grk> flow
G4078	<grk>πήγνυμι</grk> to set up
G4079	<grk>πηδάλιον</grk> rudder
G4080	<grk>πηλίκος</grk> how great
G4081	<grk>πηλός</grk> clay
G4082	<grk>πήρα</grk> bag
G4083	<grk>πῆχυς</grk> cubit/hour
G4084	<grk>πιάζω</grk> to arrest/catch
G4085	<grk>πιέζω</grk> to press down
G4086	<grk>πιθανολογία</grk> persuasive speech
G4087	<grk>πικραίνω</grk> to embitter
G4088	<grk>πικρία</grk> bitterness
G4089	<grk>πικρός</grk> bitter
G4090	<grk>πικρῶς</grk> bitterly
G4091	<grk>Πιλᾶτος</grk> Pilate
G4092	<grk>πίμπρημι</grk> to swell up
G4093	<grk>πινακίδιον</grk> little tablet
G4094	<grk>πίναξ</grk> platter
G4095	<grk>πίνω</grk> to drink
G4096	<grk>πιότης</grk> richness
G4097	<grk>πιπράσκω</grk> to sell
G4098	<grk>πίπτω</grk> to collapse
G4099	<grk>Πισιδία</grk> Pisidia
G4100	<grk>πιστεύω</grk> to trust (in)
G4101	<grk>πιστικός</grk> pure
G4102	<grk>πίστις</grk> faith/trust
G4103	<grk>πιστός</grk> faithful
G4104	<grk>πιστόω</grk> be convinced
G4105	<grk>πλανάω</grk> to lead astray
G4106	<grk>πλάνη</grk> error
G4107	<grk>πλανήτης</grk> wandering
G4108	<grk>πλάνος</grk> deceiving
G4109	<grk>πλάξ</grk> tablet
G4110	<grk>πλάσμα</grk> formed thing
G4111	<grk>πλάσσω</grk> to mold
G4112	<grk>πλαστός</grk> made-up
G4113	<grk>πλατεῖα</grk> wide street/road
G4114	<grk>πλάτος</grk> width
G4115	<grk>πλατύνω</grk> to widen
G4116	<grk>πλατύς</grk> wide
G4117	<grk>πλέγμα</grk> braided
G4118	<grk>πλεῖστος</grk> most
G4119	<grk>πλείων, πλεῖον</grk> greater
G4120	<grk>πλέκω</grk> to weave
G4121	<grk>πλεονάζω</grk> to increase
G4122	<grk>πλεονεκτέω</grk> to exploit
G4123	<grk>πλεονέκτης</grk> greedy
G4124	<grk>πλεονεξία</grk> greediness
G4125	<grk>πλευρά</grk> side
G4126	<grk>πλέω</grk> to sail
G4127	<grk>πληγή</grk> plague/blow/wound
G4128	<grk>πλῆθος</grk> multitude
G4129	<grk>πληθύνω</grk> to multiply
G4130	<grk>πλήθω</grk> to fill
G4131	<grk>πλήκτης</grk> bully
G4132	<grk>πλήμμυρα</grk> flood
G4133	<grk>πλήν</grk> but/however
G4134	<grk>πλήρης</grk> full
G4135	<grk>πληροφορέω</grk> to fulfill
G4136	<grk>πληροφορία</grk> assurance
G4137	<grk>πληρόω</grk> to fulfill
G4138	<grk>πλήρωμα</grk> fulfillment
G4139	<grk>πλησίον</grk> near/neighbor
G4140	<grk>πλησμονή</grk> gratification
G4141	<grk>πλήσσω</grk> to strike
G4142	<grk>πλοιάριον</grk> small boat
G4143	<grk>πλοῖον</grk> boat
G4144	<grk>πλόος</grk> voyage
G4145	<grk>πλούσιος</grk> rich
G4146	<grk>πλουσίως</grk> richly
G4147	<grk>πλουτέω</grk> be rich
G4148	<grk>πλουτίζω</grk> to enrich
G4149	<grk>πλοῦτος</grk> riches
G4150	<grk>πλύνω</grk> to wash
G4151	<grk>πνεῦμα</grk> spirit/breath
G4152	<grk>πνευματικός</grk> spiritual
G4153	<grk>πνευματικῶς</grk> spiritually
G4154	<grk>πνέω</grk> to blow
G4155	<grk>πνίγω</grk> to choke
G4156	<grk>πνικτός</grk> strangled
G4157	<grk>πνοή</grk> wind/breath
G4158	<grk>ποδήρης</grk> floorlength
G4159	<grk>πόθεν</grk> where
G4160	<grk>ποιέω</grk> to do/make
G4161	<grk>ποίημα</grk> workmanship
G4162	<grk>ποίησις</grk> doing
G4163	<grk>ποιητής</grk> doer
G4164	<grk>ποικίλος</grk> various
G4165	<grk>ποιμαίνω</grk> to shepherd
G4166	<grk>ποιμήν</grk> shepherd
G4167	<grk>ποίμνη</grk> flock
G4168	<grk>ποίμνιον</grk> flock
G4169	<grk>ποῖος</grk> what?
G4170	<grk>πολεμέω</grk> to fight
G4171	<grk>πόλεμος</grk> war
G4172	<grk>πόλις</grk> city
G4173	<grk>πολιτάρχης</grk> city authority
G4174	<grk>πολιτεία</grk> citizenship
G4175	<grk>πολίτευμα</grk> citizenship
G4176	<grk>πολιτεύω</grk> be a citizen
G4177	<grk>πολίτης</grk> citizen
G4178	<grk>πολλάκις</grk> often
G4179	<grk>πολλαπλασίων</grk> many times more
G4180	<grk>πολυλογία</grk> wordiness
G4181	<grk>πολυμερῶς</grk> little by little
G4182	<grk>πολυποίκιλος</grk> manifold
G4183	<grk>πολύς</grk> much
G4184	<grk>πολύσπλαγχνος</grk> very compassionate
G4185	<grk>πολυτελής</grk> valuable
G4186	<grk>πολύτιμος</grk> valuable
G4187	<grk>πολυτρόπως</grk> in many ways
G4188	<grk>πόμα</grk> drink
G4189	<grk>πονηρία</grk> evil
G4190	<grk>πονηρός</grk> evil/bad
G4191	<grk>πονηρότερος</grk> more evil
G4192	<grk>πόνος</grk> travail
G4193	<grk>Ποντικός</grk> from Pontus
G4194	<grk>Πόντιος</grk> Pontius
G4195	<grk>Πόντος</grk> Pontus
G4196	<grk>Πόπλιος</grk> Publius
G4197	<grk>πορεία</grk> journey
G4198	<grk>πορεύω</grk> to go
G4199	<grk>πορθέω</grk> to lay waste
G4200	<grk>πορισμός</grk> gain
G4201	<grk>Πόρκιος</grk> Porcius
G4202	<grk>πορνεία</grk> sexual sin
G4203	<grk>πορνεύω</grk> to sin sexually
G4204	<grk>πόρνη</grk> prostitute
G4205	<grk>πόρνος</grk> sexual sinner
G4206	<grk>πόρρω</grk> far (away)
G4207	<grk>πόρρωθεν</grk> afar off
G4208	<grk>πορρωτέρω</grk> farther
G4209	<grk>πορφύρα</grk> purple
G4210	<grk>πορφύρεος</grk> purple
G4211	<grk>πορφυρόπωλις</grk> dealer in purple
G4212	<grk>ποσάκις</grk> how often!
G4213	<grk>πόσις</grk> drink
G4214	<grk>πόσος</grk> how much/many
G4215	<grk>ποταμός</grk> river
G4216	<grk>ποταμοφόρητος</grk> flooded
G4217	<grk>ποταπός</grk> of what kind?
G4218	<grk>ποτέ</grk> once/when
G4219	<grk>πότε</grk> when?
G4220	<grk>πότερος</grk> whether
G4221	<grk>ποτήριον</grk> cup
G4222	<grk>ποτίζω</grk> to water
G4223	<grk>Ποτίολοι</grk> Puteoli
G4224	<grk>πότος</grk> carousing
G4225	<grk>πού</grk> somewhere
G4226	<grk>ποῦ</grk> where?
G4227	<grk>Πούδης</grk> Pudens
G4228	<grk>πούς</grk> foot
G4229	<grk>πρᾶγμα</grk> thing
G4230	<grk>πραγματεία</grk> affairs
G4231	<grk>πραγματεύομαι</grk> to trade
G4232	<grk>πραιτώριον</grk> praetorium
G4233	<grk>πράκτωρ</grk> bailiff
G4234	<grk>πρᾶξις</grk> action
G4235	<grk>πρᾶος</grk> gentle
G4236	<grk>πραότης</grk> gentleness
G4237	<grk>πρασιά</grk> group
G4238	<grk>πράσσω</grk> to do/require
G4239	<grk>πραΰς</grk> gentle
G4240	<grk>πραΰτης</grk> gentleness
G4241	<grk>πρέπω</grk> be proper
G4242	<grk>πρεσβεία</grk> delegation
G4243	<grk>πρεσβεύω</grk> be ambassador
G4244	<grk>πρεσβυτέριον</grk> council of elders
G4245	<grk>πρεσβύτερος</grk> elder
G4246	<grk>πρεσβύτης</grk> old man
G4247	<grk>πρεσβῦτις</grk> old woman
G4248	<grk>πρηνής</grk> headlong
G4249	<grk>πρίζω</grk> to saw (in two)
G4250	<grk>πρίν</grk> before
G4251	<grk>Πρίσκα</grk> Prisca
G4252	<grk>Πρίσκιλλα</grk> Priscilla
G4253	<grk>πρό</grk> before
G4254	<grk>προάγω</grk> to go/bring before
G4255	<grk>προαιρέω</grk> to predetermine
G4256	<grk>προαιτιάομαι</grk> to accuse
G4257	<grk>προακούω</grk> to hear beforehand
G4258	<grk>προαμαρτάνω</grk> to sin beforehand
G4259	<grk>προαύλιον</grk> entryway
G4260	<grk>προβαίνω</grk> to advance
G4261	<grk>προβάλλω</grk> to put forth
G4262	<grk>προβατικός</grk> Sheep Gate
G4263	<grk>πρόβατον</grk> sheep
G4264	<grk>προβιβάζω</grk> to prompt
G4265	<grk>προβλέπω</grk> to foresee/plan
G4266	<grk>προγίνομαι</grk> to do beforehand
G4267	<grk>προγινώσκω</grk> to know/choose
G4268	<grk>πρόγνωσις</grk> foreknowledge
G4269	<grk>πρόγονος</grk> parent/ancestor
G4270	<grk>προγράφω</grk> to write/designate
G4271	<grk>πρόδηλος</grk> obvious
G4272	<grk>προδίδωμι</grk> to give in advance
G4273	<grk>προδότης</grk> traitor
G4274	<grk>πρόδρομος</grk> forerunner
G4275	<grk>προεῖδον</grk> to foresee
G4276	<grk>προελπίζω</grk> to hope beforehand
G4277	<grk>προέπω</grk> to predict
G4278	<grk>προενάρχομαι</grk> to begin beforehand
G4279	<grk>προεπαγγέλλω</grk> to promise
G4280	<grk>προερέω</grk> to predict
G4281	<grk>προέρχομαι</grk> to go before
G4282	<grk>προετοιμάζω</grk> to prepare
G4283	<grk>προευαγγελίζομαι</grk> to speak good news
G4284	<grk>προέχω</grk> to excel
G4285	<grk>προηγέομαι</grk> to prefer
G4286	<grk>πρόθεσις</grk> purpose
G4287	<grk>προθεσμία</grk> set time
G4288	<grk>προθυμία</grk> eagerness
G4289	<grk>πρόθυμος</grk> eager
G4290	<grk>προθύμως</grk> eagerly
G4291	<grk>προΐστημι</grk> to set before
G4292	<grk>προκαλέω</grk> to provoke
G4293	<grk>προκαταγγέλλω</grk> to foretell
G4294	<grk>προκαταρτίζω</grk> to arrange
G4295	<grk>πρόκειμαι</grk> to set before
G4296	<grk>προκηρύσσω</grk> to announce
G4297	<grk>προκοπή</grk> progress
G4298	<grk>προκόπτω</grk> to advance
G4299	<grk>πρόκριμα</grk> prejudice
G4300	<grk>προκυρόομαι</grk> to establish
G4301	<grk>προλαμβάνω</grk> to take beforehand
G4302	<grk>προλέγω</grk> to foretell
G4303	<grk>προμαρτύρομαι</grk> to predict
G4304	<grk>προμελετάω</grk> to premeditate
G4305	<grk>προμεριμνάω</grk> to worry beforehand
G4306	<grk>προνοέω</grk> to care for
G4307	<grk>πρόνοια</grk> foresight
G4308	<grk>προοράω</grk> to foresee
G4309	<grk>προορίζω</grk> to predestine
G4310	<grk>προπάσχω</grk> to suffer before
G4311	<grk>προπέμπω</grk> to help on the way
G4312	<grk>προπετής</grk> reckless
G4313	<grk>προπορεύω</grk> to go before
G4314	<grk>πρός</grk> to/with
G4315	<grk>προσάββατον</grk> Friday
G4316	<grk>προσαγορεύω</grk> to designate
G4317	<grk>προσάγω</grk> to bring near
G4318	<grk>προσαγωγή</grk> access
G4319	<grk>προσαιτέω</grk> to beg
G4320	<grk>προσαναβαίνω</grk> to go up
G4321	<grk>προσαναλίσκω</grk> to expend
G4322	<grk>προσαναπληρόω</grk> to supply
G4323	<grk>προσανατίθημι</grk> to confer
G4324	<grk>προσαπειλέω</grk> to threaten further
G4325	<grk>προσδαπανάω</grk> to spend extra
G4326	<grk>προσδέω</grk> to need
G4327	<grk>προσδέχομαι</grk> to wait for/welcome
G4328	<grk>προσδοκάω</grk> to look for
G4329	<grk>προσδοκία</grk> expectation
G4330	<grk>προσεάω</grk> to permit
G4331	<grk>προσεγγίζω</grk> to approach
G4332	<grk>προσεδρεύω</grk> to sit near/serve
G4333	<grk>προσεργάζομαι</grk> to earn more
G4334	<grk>προσέρχομαι</grk> to come near/agree
G4335	<grk>προσευχή</grk> prayer
G4336	<grk>προσεύχομαι</grk> to pray
G4337	<grk>προσέχω</grk> to watch out
G4338	<grk>προσηλόω</grk> to nail
G4339	<grk>προσήλυτος</grk> proselyte
G4340	<grk>πρόσκαιρος</grk> temporary
G4341	<grk>προσκαλέω</grk> to call to/summon
G4342	<grk>προσκαρτερέω</grk> to continue in/with
G4343	<grk>προσκαρτέρησις</grk> perseverance
G4344	<grk>προσκεφάλαιον</grk> cushion
G4345	<grk>προσκληρόω</grk> to join
G4346	<grk>πρόσκλισις</grk> partiality
G4347	<grk>προσκολλάω</grk> to join
G4348	<grk>πρόσκομμα</grk> stumbling block
G4349	<grk>προσκοπή</grk> stumbling
G4350	<grk>προσκόπτω</grk> to strike
G4351	<grk>προσκυλίω</grk> to roll before
G4352	<grk>προσκυνέω</grk> to worship
G4353	<grk>προσκυνητής</grk> worshiper
G4354	<grk>προσλαλέω</grk> to talk to/with
G4355	<grk>προσλαμβάνω</grk> to take
G4356	<grk>πρόσληψις</grk> acceptance
G4357	<grk>προσμένω</grk> to remain/persist
G4358	<grk>προσορμίζω</grk> to moor/anchor
