G1	Ἀλφα alpha
G3651	ὁλοτελής wholly
G3652	Ὀλυμπᾶς Olympas
G3653	ὄλυνθος late fig
G3654	ὅλως at all
G3655	ὄμβρος rainstorm
G3656	ὁμιλέω to talk
G3657	ὁμιλία association
G3658	ὅμιλος crowd
G3659	ὄμμα eye
G3660	ὄμνυμι to swear
G3661	ὁμοθυμαδόν united
G3662	ὁμοιάζω to resemble
G3663	ὁμοιοπαθής like
G3664	ὅμοιος like
G3665	ὁμοιότης likeness
G3666	ὁμοιόω to liken
G3667	ὁμοίωμα likeness
G3668	ὁμοίως likewise
G3669	ὁμοίωσις likeness
G3670	ὁμολογέω to confess/profess
G3671	ὁμολογία confession
G3672	ὁμολογουμένως undeniably
G3673	ὁμότεχνος of the same trade
G3674	ὁμοῦ together
G3675	ὁμόφρων like-minded
G3676	ὅμως just as
G3677	ὄναρ dream
G3678	ὀνάριον young donkey
G3679	ὀνειδίζω to revile
G3680	ὀνειδισμός reproach
G3681	ὄνειδος disgrace
G3682	Ὀνήσιμος Onesimus
G3683	Ὀνησίφορος Onesiphorus
G3684	ὀνικός huge millstone
G3685	ὀνίνημι to have joy
G3686	ὄνομα name
G3687	ὀνομάζω to name
G3688	ὄνος donkey
G3689	ὄντως really
G3690	ὄξος vinegar
G3691	ὀξύς sharp/swift
G3692	ὀπή hole
G3693	ὄπισθεν after
G3694	ὀπίσω after
G3695	ὁπλίζω to arm
G3696	ὅπλον weapon
G3697	ὁποῖος what sort
G3698	ὁπότε when(-ever)
G3699	ὅπου where(-ever)
G3700	ὀπτάνομαι to appear
G3701	ὀπτασία vision
G3702	ὀπτός broiled
G3703	ὀπώρα fruit
G3704	ὅπως that
G3705	ὅραμα vision
G3706	ὅρασις appearance/vision
G3707	ὁρατός visible
G3708	ὁράω to see
G3709	ὀργή wrath
G3710	ὀργίζω to anger
G3711	ὀργίλος quick-tempered
G3712	ὀργυιά a fathom
G3713	ὀρέγω to aspire
G3714	ὀρεινός hilly
G3715	ὄρεξις lust
G3716	ὀρθοποδέω be upright
G3717	ὀρθός upright
G3718	ὀρθοτομέω to cut straight
G3719	ὀρθρίζω to rise at dawn
G3720	ὀρθρινός dawn
G3721	ὄρθριος morning
G3722	ὄρθρος dawn
G3723	ὀρθῶς correctly
G3724	ὁρίζω to determine
G3725	ὅριον region
G3726	ὁρκίζω to adjure
G3727	ὅρκος oath
G3728	ὁρκωμοσία oath
G3729	ὁρμάω to stampede
G3730	ὁρμή impulse
G3731	ὅρμημα sudden violence
G3732	ὄρνεον bird
G3733	ὄρνις hen
G3734	ὁροθεσία fixed boundary
G3735	ὄρος mountain
G3736	ὀρύσσω to dig
G3737	ὀρφανός orphan
G3738	ὀρχέομαι to dance
G3739	ὅς, ἥ which
G3740	ὁσάκις whenever
G3741	ὅσιος holy
G3742	ὁσιότης holiness
G3743	ὁσίως devoutly
G3744	ὀσμή aroma
G3745	ὅσος just as/how much
G3746	ὅσπερ who
G3747	ὀστέον bone
G3748	ὅστις, ἥτις who/which
G3749	ὀστράκινος clay
G3750	ὄσφρησις sense of smell
G3751	ὀσφῦς loins
G3752	ὅταν when(-ever)
G3753	ὅτε when
G3754	ὅτι that/since
G3755	ὅτου until
G3756	οὐ no
G3757	οὗ where
G3758	οὐά aha!
G3759	οὐαί woe!
G3760	οὐδαμῶς by no means
G3761	οὐδέ and not
G3762	οὐδείς no one
G3763	οὐδέποτε never
G3764	οὐδέπω never
G3765	οὐκέτι not any more
G3766	οὐκοῦν so
G3767	οὖν therefore/then
G3768	οὔπω not yet
G3769	οὐρά tail
G3770	οὐράνιος heavenly
G3771	οὐρανόθεν from heaven
G3772	οὐρανός heaven
G3773	Οὐρβανός Urbanus
G3774	Οὐρίας Uriah
G3775	οὖς ear
G3776	οὐσία estate
G3777	οὔτε neither
G3778	οὗτος this/he/she/it
G3779	οὕτω, οὕτως thus(-ly)
G3780	οὐχί not
G3781	ὀφειλέτης debtor
G3782	ὀφειλή debt
G3783	ὀφείλημα debt
G3784	ὀφείλω to owe
G3785	ὄφελον I wish!
G3786	ὄφελος gain
G3787	ὀφθαλμοδουλεία eye-service
G3788	ὀφθαλμός eye
G3789	ὄφις snake
G3790	ὀφρῦς brow
G3791	ὀχλέω to disturb
G3792	ὀχλοποιέω to riot
G3793	ὄχλος crowd
G3794	ὀχύρωμα stronghold
G3795	ὀψάριον fish
G3796	ὀψέ evening
G3797	ὄψιμος late (rain)
G3798	ὀψία evening
G3799	ὄψις face
G3800	ὀψώνιον compensation
G3801	ο ων και ο ην και ο ερχομενος who was, is, and will be
G3802	παγιδεύω to trap
G3803	παγίς trap
G3804	πάθημα suffering
G3805	παθητός suffering
G3806	πάθος passion
G3807	παιδαγωγός guardian
G3808	παιδάριον boy
G3809	παιδεία discipline
G3810	παιδευτής instructor
G3811	παιδεύω to instruct
G3812	παιδιόθεν from childhood
G3813	παιδίον child
G3814	παιδίσκη maidservant
G3815	παίζω to play
G3816	παῖς child
G3817	παίω to strike
G3818	Πακατιανή Pacatian
G3819	πάλαι of old
G3820	παλαιός old
G3821	παλαιότης oldness
G3822	παλαιόω to make old
G3823	πάλη struggle
G3824	παλιγγενεσία regeneration
G3825	πάλιν again
G3826	παμπληθεί together
G3827	πάμπολυς great
G3828	Παμφυλία Pamphylia
G3829	πανδοχεῖον inn
G3830	πανδοχεύς innkeeper
G3831	πανήγυρις assembly
G3832	πανοικί with all the house
G3833	πανοπλία complete armor
G3834	πανουργία craftiness
G3835	πανοῦργος crafty
G3836	πανταχόθεν from all sides
G3837	πανταχοῦ everywhere
G3838	παντελής completely
G3839	πάντῃ always
G3840	πάντοθεν from all sides
G3841	παντοκράτωρ almighty
G3842	πάντοτε always
G3843	πάντως surely
G3844	παρά from/with/beside
G3845	παραβαίνω to transgress
G3846	παραβάλλω to arrive
G3847	παράβασις transgression
G3848	παραβάτης transgresor
G3849	παραβιάζομαι to urge
G3850	παραβολή parable
G3851	παραβουλεύομαι, παραβολεύομαι to risk
G3852	παραγγελία order
G3853	παραγγέλλω to order
G3854	παραγίνομαι to come
G3855	παράγω to pass
G3856	παραδειγματίζω to disgrace
G3857	παράδεισος paradise
G3858	παραδέχομαι to receive
G3859	παραδιατριβή contention
G3860	παραδίδωμι to deliver
G3861	παράδοξος remarkable
G3862	παράδοσις tradition
G3863	παραζηλόω to make envious
G3864	παραθαλάσσιος seaside
G3865	παραθεωρέω to neglect
G3866	παραθήκη deposit
G3867	παραινέω to urge
G3868	παραιτέομαι to refuse/excuse
G3869	παρακαθίζω to sit by
G3870	παρακαλέω to plead/comfort
G3871	παρακαλύπτω to hide
G3872	παρακαταθήκη deposit
G3873	παράκειμαι be present
G3874	παράκλησις encouragement
G3875	παράκλητος counsellor
G3876	παρακοή disobedience
G3877	παρακολουθέω to follow
G3878	παρακούω to ignore
G3879	παρακύπτω to stoop
G3880	παραλαμβάνω to take
G3881	παραλέγω to sail past
G3882	παράλιος seaside
G3883	παραλλαγή variation
G3884	παραλογίζομαι to deceive
G3885	παραλυτικός paralytic
G3886	παραλύω to paralyze
G3887	παραμένω to continue
G3888	παραμυθέομαι to encourage
G3889	παραμυθία comfort
G3890	παραμύθιον comfort
G3891	παρανομέω to break the law
G3892	παρανομία lawlessness
G3893	παραπικραίνω to rebel
G3894	παραπικρασμός rebellion
G3895	παραπίπτω to defect
G3896	παραπλέω to sail past
G3897	παραπλήσιον almost
G3898	παραπλησίως similarly
G3899	παραπορεύομαι to pass by/through
G3900	παράπτωμα trespass
G3901	παραρρέω to drift away
G3902	παράσημος figurehead
G3903	παρασκευάζω to prepare
G3904	παρασκευή Preparation Day
G3905	παρατείνω to prolong
G3906	παρατηρέω to observe
G3907	παρατήρησις observation
G3908	παρατίθημι to set before
G3909	παρατυγχάνω be there
G3910	παραυτίκα momentary
G3911	παραφέρω to take away
G3912	παραφρονέω be insane
G3913	παραφρονία insanity
G3914	παραχειμάζω to winter
G3915	παραχειμασία wintering
G3916	παραχρῆμα instantly
G3917	πάρδαλις leopard
G3918	πάρειμι be present
G3919	παρεισάγω to introduce
G3920	παρείσακτος infiltrated
G3921	παρεισδύνω to infiltrate
G3922	παρεισέρχομαι to come in
G3923	παρεισφέρω to supplement
G3924	παρεκτός except
G3925	παρεμβολή barracks
G3926	παρενοχλέω to trouble
G3927	παρεπίδημος stranger
G3928	παρέρχομαι to pass by
G3929	πάρεσις passing over
G3930	παρέχω to furnish occasion
G3931	παρηγορία comfort
G3932	παρθένεια virginity
G3933	παρθένος virgin
G3934	Πάρθος Parthian
G3935	παρίημι to neglect
G3936	παρίστημι to stand by
G3937	Παρμενᾶς Parmenas
G3938	πάροδος passing by
G3939	παροικέω be a stranger
G3940	παροικία sojourning
G3941	πάροικος foreigner
G3942	παροιμία proverb
G3943	πάροινος drunken
G3944	παροίχομαι to pass by
G3945	παρομοιάζω to resemble
G3946	παρόμοιος like
G3947	παροξύνω to provoke
G3948	παροξυσμός stirring up
G3949	παροργίζω to anger
G3950	παροργισμός anger
G3951	παροτρύνω to incite
G3952	παρουσία coming
G3953	παροψίς dish
G3954	παρρησία boldness
G3955	παρρησιάζομαι to preach boldly
G3956	πᾶς all
G3957	πάσχα Passover
G3958	πάσχω to suffer
G3959	Πάταρα Patara
G3960	πατάσσω to strike
G3961	πατέω to trample
G3962	πατήρ father
G3963	Πάτμος Patmos
G3964	πατραλῴας patricide
G3965	πατριά family line
G3966	πατριάρχης patriarch
G3967	πατρικός paternal
G3968	πατρίς fatherland
G3969	Πατροβᾶς Patrobas
G3970	πατροπαράδοτος from forefathers
G3971	πατρῷος ancestral
G3972	Παῦλος Paul
G3973	παύω to cease
G3974	Πάφος Paphos
G3975	παχύνω to thicken
G3976	πέδη fetter
G3977	πεδινός level
G3978	πεζεύω to walk
G3979	πεζῇ on foot
G3980	πειθαρχέω to obey
G3981	πειθός persuasive
G3982	πείθω to persuade
G3983	πεινάω to hunger
G3984	πεῖρα test
G3985	πειράζω to test/tempt
G3986	πειρασμός temptation/testing
G3987	πειράω to try
G3988	πεισμονή persuasion
G3989	πέλαγος sea
G3990	πελεκίζω to behead
G3991	πέμπτος fifth
G3992	πέμπω to send
G3993	πένης poor
G3994	πενθερά mother-in-law
G3995	πενθερός father-in-law
G3996	πενθέω to mourn
G3997	πένθος grief
G3998	πενιχρός poor
G3999	πεντάκις five times
G4000	πεντακισχίλιοι five thousand
G4001	πεντακόσιοι five hundred
G4002	πέντε five
G4003	πεντεκαιδέκατος fifteenth
G4004	πεντήκοντα fifty
G4005	πεντηκοστή Pentecost
G4006	πεποίθησις confidence
G4007	περ fully
G4008	πέραν other side
G4009	πέρας end
G4010	Πέργαμος Pergamum
G4011	Πέργη Perga
G4012	περί about
G4013	περιάγω to take/go around
G4014	περιαιρέω to take away
G4015	περιαστράπτω to shine
G4016	περιβάλλω to clothe
G4017	περιβλέπω to look around
G4018	περιβόλαιον covering
G4019	περιδέω to wrap around
G4020	περιεργάζομαι be a busybody
G4021	περίεργος meddlesome/magic
G4022	περιέρχομαι to go around
G4023	περιέχω to contain
G4024	περιζώννυμι to gird
G4025	περίθεσις wearing
G4026	περιΐστημι to stand around
G4027	περικάθαρμα garbage
G4028	περικαλύπτω to cover
G4029	περίκειμαι to surround
G4030	περικεφαλαία helmet
G4031	περικρατής in control of
G4032	περικρύπτω to hide
G4033	περικυκλόω to surround
G4034	περιλάμπω to shine around
G4035	περιλείπομαι to remain
G4036	περίλυπος sorrowful
G4037	περιμένω to await
G4038	πέριξ around
G4039	περιοικέω to dwell around
G4040	περίοικος neighboring
G4041	περιούσιος special
G4042	περιοχή passage
G4043	περιπατέω to walk
G4044	περιπείρω to pierce
G4045	περιπίπτω to fall upon
G4046	περιποιέω to gain
G4047	περιποίησις acquiring
G4048	περιρρήγνυμι to strip off
G4049	περισπάω to distract
G4050	περισσεία abundance
G4051	περίσσευμα overflow
G4052	περισσεύω to abound/exceed
G4053	περισσός excessive/abundant
G4054	περισσότερον more abundantly
G4055	περισσότερος superabundant
G4056	περισσοτέρως superabundantly
G4057	περισσῶς superabundantly
G4058	περιστερά dove
G4059	περιτέμνω to circumcise
G4060	περιτίθημι to put on
G4061	περιτομή circumcision
G4062	περιτρέπω to drive insane
G4063	περιτρέχω to run around
G4064	περιφέρω to carry (around)
G4065	περιφρονέω to despise
G4066	περίχωρος surrounding region
G4067	περίψημα scum
G4068	περπερεύομαι to boast
G4069	Περσίς Persis
G4070	πέρυσι last year
G4071	πετεινός bird
G4072	πέτομαι to fly
G4073	πέτρα rock
G4074	Πέτρος Peter
G4075	πετρώδης rocky
G4076	πήγανον rue
G4077	πηγή flow
G4078	πήγνυμι to set up
G4079	πηδάλιον rudder
G4080	πηλίκος how great
G4081	πηλός clay
