OGNTsort	NET2
019843	the sons of Zebedee,
019844	
019845	John,
019846	
019847	brother
019848	
019849	and his
019850	
019851	he gave
019852	
019853	the name
019854	Boanerges
019855	(that
019856	is,
019857	“sons
019858	of thunder”);
019859	
019860	and Andrew,
019861	
019862	Philip,
019863	
019864	Bartholomew,
019865	
019866	Matthew,
019867	
019868	Thomas,
019869	
019870	James
019871	
019872	
019873	the son of Alphaeus,
019874	
019875	Thaddaeus,
019876	
019877	Simon
019878	
019879	the Zealot,
019880	
019881	and Judas
019882	Iscariot,
019883	who
019884	
019885	betrayed him.
019886	
019887	
019888	Now Jesus went
019889	
019890	home,
019891	
019892	gathered
019893	
019894	
019895	and a crowd
019896	so that
019897	they were not
019898	able
019899	
019900	
019901	
019902	to eat.
019903	
019904	heard
019905	
019906	When his family
019907	
019908	this they went out
019909	to restrain him,
019910	
019911	they said,
019912	for
019913	
019914	“He is out of his mind.”
019915	
019916	
019917	The experts in the law
019918	
019919	from
019920	Jerusalem
019921	who came down
019922	said,
019923	
019924	by Beelzebul,”
019925	“He is possessed
019926	
019927	
019928	and, “By
019929	
019930	the ruler
019931	
019932	of demons
019933	he casts out
019934	
019935	demons!”
019936	
019937	So he called them
019938	
019939	in
019940	parables:
019941	and spoke to them
019942	
019943	“How
019944	can
019945	Satan
019946	Satan?
019947	cast out
019948	
019949	If
019950	a kingdom
019951	against
019952	itself,
019953	is divided
019954	will not
019955	be able
019956	to stand.
019957	
019958	kingdom
019959	that
019960	
019961	If
019962	a house
019963	against
019964	itself,
019965	is divided
019966	will not
019967	be able
019968	
019969	house
019970	that
019971	to stand.
019972	
019973	And if
019974	
019975	Satan
019976	rises
019977	against
019978	himself
019979	
019980	and is divided,
019981	he is not
019982	able
019983	to stand
019984	and
019985	his end
019986	has come.
019987	But
019988	
019989	is able
019990	no one
019991	
019992	
019993	house
019994	
019995	a strong man’s
019996	to enter
019997	
019998	his property
019999	
020000	and steal
020001	
020002	unless
020003	he first
020004	
020005	the strong man.
020006	ties up
020007	
020008	Then
020009	
020010	his house.
020011	
020012	he can thoroughly plunder
020013	the truth,
020014	I tell you
020015	
020016	
020017	for all
020018	will be forgiven
020019	
020020	
020021	
020022	people
020023	
020024	sins,
020025	
020026	
020027	the blasphemies
020028	even all
020029	
020030	they utter.
020031	whoever
020032	But
020033	
020034	blasphemes
020035	against
020036	
020037	Spirit
020038	
020039	the Holy
020040	will never
020041	be
020042	forgiven,
020043	
020044	
020045	
020046	but
020047	guilty
020048	is
020049	of an eternal
020050	sin”
020051	
020052	(because they said,
020053	spirit”).
020054	an unclean
020055	“He has
020056	
020057	came.
020058	
020059	Then Jesus’ mother
020060	
020061	
020062	
020063	and his brothers
020064	
020065	
020066	outside,
020067	Standing
020068	they sent word
020069	to him,
020070	
020071	to summon him.
020072	
020073	
020074	was sitting
020075	around him
020076	
020077	A crowd
020078	
020079	and they said to him,
020080	
020081	“Look,
020082	
020083	your mother
020084	
020085	
020086	
020087	and your brothers
020088	
020089	
020090	
020091	
020092	
020093	are outside
020094	looking for you.”
020095	
020096	
020097	He answered them
020098	
020099	and said,
020100	“Who
020101	are
020102	
020103	my mother
020104	
020105	
020106	
020107	and my brothers?”
020108	
020109	
020110	And looking at
020111	
020112	around him
020113	
020114	in a circle,
020115	those who were sitting
020116	he said,
020117	“Here
020118	
020119	are my mother
020120	
020121	
020122	
020123	and my brothers!
020124	
020125	whoever
020126	For
020127	
020128	does
020129	
020130	the will
020131	
020132	of God
020133	
020134	my brother
020135	
020136	
020137	and sister
020138	
020139	and mother.”
020140	is
020141	
020142	Again
020143	he began
020144	to teach
020145	by
020146	
020147	the lake.
020148	
020149	gathered
020150	around him
020151	
020152	crowd
020153	Such a large
020154	that
020155	
020156	into
020157	a boat
020158	he got
020159	and sat
020160	on
020161	
020162	the lake
020163	
020164	there while the whole
020165	
020166	crowd
020167	by
020168	
020169	the lake.
020170	on
020171	
020172	the shore
020173	was
020174	
020175	He taught them
020176	
020177	in
020178	parables,
020179	many things
020180	
020181	said to them:
020182	
020183	and in
020184	
020185	his teaching
020186	
020187	“Listen!
020188	
020189	went out
020190	
020191	A sower
020192	to sow.
020193	
020194	
020195	
020196	
020197	And as he sowed,
020198	some
020199	
020200	seed fell
020201	along
020202	
020203	the path,
020204	
020205	came
020206	
020207	and the birds
020208	
020209	and devoured it.
020210	
020211	
020212	Other
020213	seed fell
020214	on
020215	
020216	rocky ground
020217	where
020218	it did not
020219	have
020220	soil.
020221	much
020222	
020223	at once
020224	It sprang up
020225	because
020226	
020227	not
020228	was
020229	deep.
020230	the soil
020231	
020232	When
020233	came up
020234	
020235	the sun
020236	it was scorched,
020237	
020238	and because
020239	
020240	it did not
020241	have
020242	sufficient root,
020243	it withered.
020244	
020245	Other
020246	seed fell
020247	among
020248	
020249	the thorns,
020250	
020251	and they grew up
020252	
020253	
020254	
020255	and choked it,
020256	
020257	
020258	grain.
020259	and it did not
020260	produce
020261	
020262	But other
020263	seed fell
020264	on
020265	
020266	soil
020267	
020268	good
020269	
020270	and produced
020271	grain,
020272	sprouting
020273	
020274	and growing;
020275	
020276	yielded
020277	some
020278	thirty times
020279	
020280	as much, some
020281	sixty,
020282	
020283	and some
020284	a hundred times.”
020285	
020286	And he said,
020287	“Whoever
020288	has
020289	ears
020290	to hear
020291	had better listen!”
020292	
020293	When
020294	he was
020295	
020296	alone,
020297	asked him
020298	
020299	
020300	those around him
020301	
020302	with
020303	
020304	the twelve
020305	
020306	about the parables.
020307	
020308	He said to them,
020309	
020310	
020311	
020312	“The secret
020313	has been given to you.
020314	
020315	of the kingdom
020316	
020317	of God
020318	to those
020319	But
020320	
020321	outside,
020322	in
020323	parables,
020324	
020325	everything
020326	is
020327	so that
020328	although they look
020329	they may look
020330	
020331	but not
020332	see,
020333	
020334	and although they hear
020335	they may hear
020336	
020337	but not
020338	understand,
020339	so they may not
020340	repent
020341	
020342	and be forgiven.”
020343	
020344	
020345	He said to them,
020346	
020347	“Don’t
020348	you understand
020349	
020350	this parable?
020351	
020352	
020353	Then how
020354	any
020355	
020356	parable?
020357	will you understand
020358	
020359	The sower
020360	
020361	the word.
020362	sows
020363	
020364	
020365	These are
020366	
020367	the ones on
020368	
020369	the path
020370	where
020371	is sown:
020372	
020373	the word
020374	
020375	Whenever
020376	they hear,
020377	immediately
020378	comes
020379	
020380	Satan
020381	
020382	and snatches
020383	
020384	the word
020385	
020386	that was sown
020387	in them.
020388	
020389	
020390	
020391	These are
020392	
020393	on
020394	
020395	rocky ground:
020396	the ones sown
020397	
020398	As
020399	they hear
020400	
020401	the word,
020402	soon as
020403	with
020404	joy.
020405	they receive it
020406	
020407	
020408	no
020409	But they have
020410	root
020411	in
020412	themselves
020413	and
020414	not endure.
020415	do
020416	Then,
020417	comes
020418	when trouble
020419	or
020420	persecution
020421	because
020422	
020423	of the word,
020424	immediately
020425	they fall away.
020426	
020427	Others
020428	are
020429	
020430	among
020431	
020432	thorns:
020433	the ones sown
020434	
020435	They are
020436	
020437	
020438	the word,
020439	those who hear
020440	
020441	
020442	cares,
020443	
020444	but worldly
020445	
020446	
020447	the seductiveness
020448	
020449	of wealth,
020450	
020451	
020452	for
020453	
020454	other things
020455	and the desire
020456	come in
020457	and choke
020458	
020459	the word,
020460	
020461	nothing.
020462	and it produces
020463	
020464	But these
020465	are
020466	
020467	on
020468	
020469	soil:
020470	
020471	good
020472	the ones sown
020473	They
020474	hear
020475	
020476	the word
020477	
020478	and receive
020479	
020480	it and bear fruit,
020481	one
020482	thirty times
020483	
020484	as much, one
020485	sixty,
020486	
020487	and one
020488	a hundred.”
020489	
020490	He also said to them,
020491	
020492	isn’t
020493	brought
020494	
020495	“A lamp
020496	to
020497	under
020498	
020499	a basket
020500	be put
020501	or
020502	under
020503	
020504	a bed, is it?
020505	Isn’t it
020506	to
020507	on
020508	
020509	a lampstand?
020510	be placed
020511	nothing
020512	For
020513	is
020514	hidden
020515	
020516	except
020517	to
020518	be revealed,
020519	and nothing
020520	
020521	concealed
020522	except
020523	to
020524	be brought
020525	to
020526	light.
020527	If
020528	anyone
020529	has
020530	ears
020531	to hear,
020532	he had better listen!”
020533	
020534	And he said to them,
020535	
020536	“Take care
020537	about what
020538	you hear.
020539	you use
020540	
020541	The measure
020542	the measure you
020543	will be
020544	receive,
020545	and more will be
020546	added to you.
020547	
020548	whoever
020549	For
020550	has
020551	will be given more,
020552	
020553	
020554	but whoever
020555	does not
020556	have,
020557	
020558	even what
020559	he has
020560	will be taken
020561	from him.”
020562	
020563	
020564	He also said,
020565	
020566	is
020567	
020568	“The kingdom
020569	
020570	of God
020571	like
020572	someone
020573	who spreads
020574	
020575	seed
020576	on
020577	
020578	the ground.
020579	
020580	He goes to sleep
020581	
020582	and gets up,
020583	night
020584	
020585	and day,
020586	
020587	
020588	and the seed
020589	sprouts
020590	
020591	and grows,
020592	though
020593	he does not
020594	know how.
020595	
020596	By itself
020597	
020598	the soil
020599	produces a crop,
020600	first
020601	the stalk,
020602	then
020603	the head,
020604	then
020605	the full
020606	grain
020607	in
020608	
020609	the head.
020610	when
020611	And
020612	is ripe,
020613	
020614	the grain
020615	
020616	he sends
020617	
020618	in the sickle
020619	
020620	has come.”
020621	
020622	because the harvest
020623	
020624	He also asked,
020625	“To what
020626	can we compare
020627	
020628	the kingdom
020629	
020630	of God,
020631	or
020632	
020633	what
020634	
020635	parable
020636	can we use to present it?
020637	It is like
020638	seed
020639	a mustard
020640	that
020641	when
020642	sown
020643	in
020644	
020645	the ground,
020646	even though it is the smallest
020647	
020648	of all
020649	
020650	the seeds
020651	
020652	in
020653	
020654	the ground –
020655	
020656	when
020657	it is sown,
020658	it grows up,
020659	
020660	becomes
020661	the greatest
020662	of all
020663	
020664	garden plants,
020665	
020666	and grows
020667	branches
020668	large
020669	so that
020670	can
020671	in
020672	
020673	its shade.”
020674	
020675	
020676	birds
020677	
020678	the wild
020679	nest
020680	
020681	like these,
020682	parables
020683	So with many
020684	he spoke
020685	
020686	
020687	the word to them,
020688	as
020689	they were able
020690	to hear.
020691	without
020692	
020693	a parable.
020694	He did not
020695	speak to them
020696	
020697	
020698	privately
020699	But
020700	
020701	to his own
020702	disciples.
020703	he explained
020704	everything
020705	
020706	Jesus said
020707	
020708	On
020709	that
020710	
020711	day,
020712	when evening
020713	came,
020714	to his disciples, “Let’s go across
020715	to
020716	
020717	the other side of the lake.”
020718	
020719	So after leaving
020720	
020721	the crowd,
020722	they took him
020723	
020724	along, just as
020725	he was,
020726	in
020727	
020728	the boat,
020729	
020730	and other
020731	boats
020732	were
020733	with him.
020734	
020735	
020736	developed
020737	windstorm
020738	Now a great
020739	
020740	
020741	
020742	and the waves
020743	were breaking
020744	into
020745	
020746	the boat,
020747	so that
020748	was nearly
020749	swamped.
020750	
020751	the boat
020752	
020753	
020754	But he was
020755	in
020756	
020757	the stern,
020758	on
020759	
020760	a cushion.
020761	sleeping
020762	
020763	They woke
020764	him up
020765	
020766	and said to him,
020767	
020768	“Teacher,
020769	don’t
020770	you care
020771	
020772	
020773	that we are about to die?”
020774	
020775	So he got up
020776	and rebuked
020777	
020778	the wind,
020779	
020780	and said
020781	
020782	to the sea,
020783	“Be quiet!
020784	Calm down!”
020785	
020786	stopped,
020787	
020788	Then the wind
020789	
020790	and it was
020791	calm.
020792	dead
020793	
020794	And he said to them,
020795	
020796	“Why
020797	are you cowardly?
020798	
020799	Do you still not
020800	have
